"","game_date","game_id","start_re24","end_re24","pred_sing","pred_re24","actual"
"1","2019-04-04",564734,"0  outs,  _ _ _","0  outs,  1b _ _",0.38526,0.542672160094173,5
"2","2019-04-04",564734,"0  outs,  1b _ _","1  outs,  1b _ _",0.681,0.9625,5
"3","2019-04-04",564734,"1  outs,  1b _ _","1  outs,  1b 2b _",0.4058,0.548789435069699,5
"4","2019-04-04",564734,"1  outs,  1b 2b _","1  outs,  _ _ _",0.84551,0.882239382239382,5
"5","2019-04-04",564734,"1  outs,  _ _ _","1  outs,  1b _ _",0.21551,0.28759752488566,2
"6","2019-04-04",564734,"1  outs,  1b _ _","1  outs,  _ _ _",0.41845,0.548789435069699,2
"7","2019-04-04",564734,"1  outs,  _ _ _","2  outs,  _ _ _",0.17217,0.28759752488566,0
"8","2019-04-04",564734,"2  outs,  _ _ _","2  outs,  1b _ _",0.05934,0.0949324324324324,0
"9","2019-04-04",564734,"2  outs,  1b _ _",NA,0.15278,0.213401310997815,0
"10","2019-04-04",564734,"0  outs,  _ _ _","0  outs,  _ _ _",0.38526,0.542672160094173,1
"11","2019-04-04",564734,"0  outs,  _ _ _","0  outs,  1b _ _",0.39019,0.542672160094173,0
"12","2019-04-04",564734,"0  outs,  1b _ _","0  outs,  1b 2b _",0.69999,0.9625,0
"13","2019-04-04",564734,"0  outs,  1b 2b _","1  outs,  1b 2b _",1.25138,1.57777777777778,0
"14","2019-04-04",564734,"1  outs,  1b 2b _","1  outs,  1b 2b 3b",0.85155,0.882239382239382,0
"15","2019-04-04",564734,"1  outs,  1b 2b 3b",NA,1.25447,1.29559748427673,0
"16","2019-04-05",564735,"0  outs,  _ _ _","1  outs,  _ _ _",0.39297,0.542672160094173,0
"17","2019-04-05",564735,"1  outs,  _ _ _","1  outs,  _ 2b _",0.20386,0.28759752488566,0
"18","2019-04-05",564735,"1  outs,  _ 2b _","1  outs,  1b _ 3b",0.58357,0.712605042016807,0
"19","2019-04-05",564735,"1  outs,  1b _ 3b","2  outs,  _ 2b 3b",0.86478,1.08482142857143,0
"20","2019-04-05",564735,"2  outs,  _ 2b 3b",NA,0.4062,0.506410256410256,0
"21","2019-04-05",564735,"0  outs,  _ _ _","1  outs,  _ _ _",0.39297,0.542672160094173,0
"22","2019-04-05",564735,"1  outs,  _ _ _","2  outs,  _ _ _",0.20386,0.28759752488566,0
"23","2019-04-05",564735,"2  outs,  _ _ _",NA,0.0689,0.0949324324324324,0
"24","2019-04-06",564736,"0  outs,  _ _ _","1  outs,  _ _ _",0.36614,0.542672160094173,0
"25","2019-04-06",564736,"1  outs,  _ _ _","1  outs,  _ 2b _",0.20481,0.28759752488566,0
"26","2019-04-06",564736,"1  outs,  _ 2b _","2  outs,  _ 2b _",0.5956,0.712605042016807,0
"27","2019-04-06",564736,"2  outs,  _ 2b _",NA,0.27461,0.337333333333333,0
"28","2019-04-06",564736,"0  outs,  _ _ _","0  outs,  1b _ _",0.36614,0.542672160094173,0
"29","2019-04-06",564736,"0  outs,  1b _ _","0  outs,  1b 2b _",0.66256,0.9625,0
"30","2019-04-06",564736,"0  outs,  1b 2b _","0  outs,  1b 2b 3b",1.1491,1.57777777777778,0
"31","2019-04-06",564736,"0  outs,  1b 2b 3b","1  outs,  1b 2b 3b",1.65461,2.31944444444444,0
"32","2019-04-06",564736,"1  outs,  1b 2b 3b","2  outs,  1b 2b 3b",1.21719,1.29559748427673,0
"33","2019-04-06",564736,"2  outs,  1b 2b 3b",NA,0.64323,0.689956331877729,0
"34","2019-04-07",564737,"0  outs,  _ _ _","0  outs,  1b _ _",0.4262,0.542672160094173,0
"35","2019-04-07",564737,"0  outs,  1b _ _","2  outs,  _ _ _",0.72555,0.9625,0
"36","2019-04-07",564737,"2  outs,  _ _ _",NA,0.07564,0.0949324324324324,0
"37","2019-04-07",564737,"0  outs,  _ _ _","1  outs,  _ _ _",0.4262,0.542672160094173,0
"38","2019-04-07",564737,"1  outs,  _ _ _","2  outs,  _ _ _",0.22188,0.28759752488566,0
"39","2019-04-07",564737,"2  outs,  _ _ _",NA,0.07564,0.0949324324324324,0
"40","2019-04-08",564738,"0  outs,  _ _ _","1  outs,  _ _ _",0.4927,0.542672160094173,0
"41","2019-04-08",564738,"1  outs,  _ _ _","1  outs,  1b _ _",0.2904,0.28759752488566,0
"42","2019-04-08",564738,"1  outs,  1b _ _","2  outs,  _ 2b _",0.50114,0.548789435069699,0
"43","2019-04-08",564738,"2  outs,  _ 2b _",NA,0.33141,0.337333333333333,0
"44","2019-04-08",564738,"0  outs,  _ _ _","1  outs,  _ _ _",0.4927,0.542672160094173,0
"45","2019-04-08",564738,"1  outs,  _ _ _","1  outs,  1b _ _",0.2904,0.28759752488566,0
"46","2019-04-08",564738,"1  outs,  1b _ _","1  outs,  1b 2b _",0.50114,0.548789435069699,0
"47","2019-04-08",564738,"1  outs,  1b 2b _",NA,0.93304,0.882239382239382,0
"48","2019-04-09",564739,"0  outs,  _ _ _","0  outs,  1b _ _",0.53473,0.542672160094173,0
"49","2019-04-09",564739,"0  outs,  1b _ _","1  outs,  1b _ _",0.88774,0.9625,0
"50","2019-04-09",564739,"1  outs,  1b _ _","2  outs,  1b _ _",0.54803,0.548789435069699,0
"51","2019-04-09",564739,"2  outs,  1b _ _",NA,0.2577,0.213401310997815,0
"52","2019-04-09",564739,"0  outs,  _ _ _","1  outs,  _ _ _",0.53473,0.542672160094173,6
"53","2019-04-09",564739,"1  outs,  _ _ _","1  outs,  1b _ _",0.32118,0.28759752488566,6
"54","2019-04-09",564739,"1  outs,  1b _ _","1  outs,  1b 2b _",0.54803,0.548789435069699,6
"55","2019-04-09",564739,"1  outs,  1b 2b _","2  outs,  1b 2b _",0.99434,0.882239382239382,6
"56","2019-04-09",564739,"2  outs,  1b 2b _","2  outs,  1b 2b _",0.5111,0.420875420875421,6
"57","2019-04-09",564739,"2  outs,  1b 2b _","2  outs,  1b _ 3b",0.50521,0.420875420875421,5
"58","2019-04-09",564739,"2  outs,  1b _ 3b","2  outs,  1b 2b _",0.45977,0.370629370629371,4
"59","2019-04-09",564739,"2  outs,  1b 2b _","2  outs,  _ _ _",0.44746,0.420875420875421,3
"60","2019-04-09",564739,"2  outs,  _ _ _",NA,0.10051,0.0949324324324324,0
"61","2019-04-10",564740,"0  outs,  _ _ _","0  outs,  1b _ _",0.4807,0.542672160094173,0
"62","2019-04-10",564740,"0  outs,  1b _ _","1  outs,  1b _ _",0.8207,0.9625,0
"63","2019-04-10",564740,"1  outs,  1b _ _",NA,0.5113,0.548789435069699,0
"64","2019-04-10",564740,"0  outs,  _ _ _","1  outs,  _ _ _",0.4807,0.542672160094173,0
"65","2019-04-10",564740,"1  outs,  _ _ _","2  outs,  _ _ _",0.27974,0.28759752488566,0
"66","2019-04-10",564740,"2  outs,  _ _ _",NA,0.10749,0.0949324324324324,0
"67","2019-04-18",564741,"0  outs,  _ _ _","1  outs,  _ _ _",0.49539,0.542672160094173,0
"68","2019-04-18",564741,"1  outs,  _ _ _","2  outs,  _ _ _",0.29473,0.28759752488566,0
"69","2019-04-18",564741,"2  outs,  _ _ _",NA,0.11307,0.0949324324324324,0
"70","2019-04-18",564741,"0  outs,  _ _ _","1  outs,  _ _ _",0.49539,0.542672160094173,0
"71","2019-04-18",564741,"1  outs,  _ _ _","2  outs,  _ _ _",0.29473,0.28759752488566,0
"72","2019-04-18",564741,"2  outs,  _ _ _","2  outs,  1b _ _",0.11307,0.0949324324324324,0
"73","2019-04-18",564741,"2  outs,  1b _ _",NA,0.26145,0.213401310997815,0
"74","2019-04-19",564742,"0  outs,  _ _ _","1  outs,  _ _ _",0.46717,0.542672160094173,0
"75","2019-04-19",564742,"1  outs,  _ _ _","2  outs,  _ _ _",0.28045,0.28759752488566,0
"76","2019-04-19",564742,"2  outs,  _ _ _",NA,0.11017,0.0949324324324324,0
"77","2019-04-19",564742,"0  outs,  _ _ _","0  outs,  1b _ _",0.46717,0.542672160094173,0
"78","2019-04-19",564742,"0  outs,  1b _ _","1  outs,  1b _ _",0.82722,0.9625,0
"79","2019-04-19",564742,"1  outs,  1b _ _","2  outs,  1b _ _",0.52708,0.548789435069699,0
"80","2019-04-19",564742,"2  outs,  1b _ _",NA,0.24061,0.213401310997815,0
"81","2019-04-20",564743,"0  outs,  _ _ _","0  outs,  _ _ _",0.48855,0.542672160094173,2
"82","2019-04-20",564743,"0  outs,  _ _ _","1  outs,  _ _ _",0.48444,0.542672160094173,1
"83","2019-04-20",564743,"1  outs,  _ _ _","2  outs,  _ _ _",0.28582,0.28759752488566,1
"84","2019-04-20",564743,"2  outs,  _ _ _","2  outs,  _ _ _",0.11801,0.0949324324324324,1
"85","2019-04-20",564743,"2  outs,  _ _ _",NA,0.10092,0.0949324324324324,0
"86","2019-04-20",564743,"0  outs,  _ _ _","1  outs,  _ _ _",0.48855,0.542672160094173,0
"87","2019-04-20",564743,"1  outs,  _ _ _","1  outs,  1b _ _",0.27336,0.28759752488566,0
"88","2019-04-20",564743,"1  outs,  1b _ _","1  outs,  1b 2b _",0.53564,0.548789435069699,0
"89","2019-04-20",564743,"1  outs,  1b 2b _","2  outs,  1b 2b _",0.93725,0.882239382239382,0
"90","2019-04-20",564743,"2  outs,  1b 2b _",NA,0.42944,0.420875420875421,0
"91","2019-04-21",564744,"0  outs,  _ _ _","1  outs,  _ _ _",0.49336,0.542672160094173,0
"92","2019-04-21",564744,"1  outs,  _ _ _","2  outs,  _ _ _",0.2767,0.28759752488566,0
"93","2019-04-21",564744,"2  outs,  _ _ _",NA,0.12191,0.0949324324324324,0
"94","2019-04-21",564744,"0  outs,  _ _ _","1  outs,  _ _ _",0.49336,0.542672160094173,0
"95","2019-04-21",564744,"1  outs,  _ _ _","1  outs,  _ 2b _",0.2767,0.28759752488566,0
"96","2019-04-21",564744,"1  outs,  _ 2b _","2  outs,  _ _ 3b",0.66475,0.712605042016807,0
"97","2019-04-21",564744,"2  outs,  _ _ 3b",NA,0.31084,0.35423197492163,0
"98","2019-04-22",564745,"0  outs,  _ _ _","1  outs,  _ _ _",0.46561,0.542672160094173,1
"99","2019-04-22",564745,"1  outs,  _ _ _","1  outs,  _ _ _",0.25911,0.28759752488566,1
"100","2019-04-22",564745,"1  outs,  _ _ _","2  outs,  _ _ _",0.24609,0.28759752488566,0
"101","2019-04-22",564745,"2  outs,  _ _ _",NA,0.09558,0.0949324324324324,0
"102","2019-04-22",564745,"0  outs,  _ _ _","1  outs,  _ _ _",0.46561,0.542672160094173,0
"103","2019-04-22",564745,"1  outs,  _ _ _","2  outs,  _ _ _",0.25911,0.28759752488566,0
"104","2019-04-22",564745,"2  outs,  _ _ _",NA,0.10514,0.0949324324324324,0
"105","2019-04-23",564746,"0  outs,  _ _ _","1  outs,  _ _ _",0.43145,0.542672160094173,1
"106","2019-04-23",564746,"1  outs,  _ _ _","1  outs,  _ _ _",0.24897,0.28759752488566,1
"107","2019-04-23",564746,"1  outs,  _ _ _","2  outs,  _ _ _",0.23728,0.28759752488566,0
"108","2019-04-23",564746,"2  outs,  _ _ _",NA,0.09048,0.0949324324324324,0
"109","2019-04-23",564746,"0  outs,  _ _ _","1  outs,  _ _ _",0.43145,0.542672160094173,0
"110","2019-04-23",564746,"1  outs,  _ _ _","1  outs,  1b _ _",0.24897,0.28759752488566,0
"111","2019-04-23",564746,"1  outs,  1b _ _","2  outs,  1b _ _",0.45584,0.548789435069699,0
"112","2019-04-23",564746,"2  outs,  1b _ _",NA,0.20414,0.213401310997815,0
"113","2019-04-24",564747,"0  outs,  _ _ _","1  outs,  _ _ _",0.39611,0.542672160094173,0
"114","2019-04-24",564747,"1  outs,  _ _ _","1  outs,  1b _ _",0.23182,0.28759752488566,0
"115","2019-04-24",564747,"1  outs,  1b _ _","2  outs,  1b _ _",0.43623,0.548789435069699,0
"116","2019-04-24",564747,"2  outs,  1b _ _",NA,0.21897,0.213401310997815,0
"117","2019-04-24",564747,"0  outs,  _ _ _","1  outs,  _ _ _",0.39611,0.542672160094173,1
"118","2019-04-24",564747,"1  outs,  _ _ _","2  outs,  _ _ _",0.23182,0.28759752488566,1
"119","2019-04-24",564747,"2  outs,  _ _ _","2  outs,  _ _ _",0.0881,0.0949324324324324,1
"120","2019-04-24",564747,"2  outs,  _ _ _","2  outs,  1b _ _",0.08933,0.0949324324324324,0
"121","2019-04-24",564747,"2  outs,  1b _ _",NA,0.16997,0.213401310997815,0
"122","2019-04-25",564748,"0  outs,  _ _ _","1  outs,  _ _ _",0.43879,0.542672160094173,0
"123","2019-04-25",564748,"1  outs,  _ _ _","1  outs,  _ 2b _",0.26277,0.28759752488566,0
"124","2019-04-25",564748,"1  outs,  _ 2b _","2  outs,  _ _ 3b",0.65561,0.712605042016807,0
"125","2019-04-25",564748,"2  outs,  _ _ 3b",NA,0.28139,0.35423197492163,0
"126","2019-04-25",564748,"0  outs,  _ _ _","1  outs,  _ _ _",0.43879,0.542672160094173,0
"127","2019-04-25",564748,"1  outs,  _ _ _","1  outs,  1b _ _",0.26277,0.28759752488566,0
"128","2019-04-25",564748,"1  outs,  1b _ _","2  outs,  1b _ _",0.47543,0.548789435069699,0
"129","2019-04-25",564748,"2  outs,  1b _ _",NA,0.22894,0.213401310997815,0
"130","2019-04-30",564749,"0  outs,  _ _ _","1  outs,  _ _ _",0.44537,0.542672160094173,0
"131","2019-04-30",564749,"1  outs,  _ _ _","2  outs,  _ _ _",0.24474,0.28759752488566,0
"132","2019-04-30",564749,"2  outs,  _ _ _",NA,0.10503,0.0949324324324324,0
"133","2019-04-30",564749,"0  outs,  _ _ _","1  outs,  _ _ _",0.44537,0.542672160094173,0
"134","2019-04-30",564749,"1  outs,  _ _ _","2  outs,  _ _ _",0.24474,0.28759752488566,0
"135","2019-04-30",564749,"2  outs,  _ _ _",NA,0.10503,0.0949324324324324,0
"136","2019-05-01",564750,"0  outs,  _ _ _","1  outs,  _ _ _",0.44927,0.542672160094173,0
"137","2019-05-01",564750,"1  outs,  _ _ _","2  outs,  _ _ _",0.26236,0.28759752488566,0
"138","2019-05-01",564750,"2  outs,  _ _ _",NA,0.10955,0.0949324324324324,0
"139","2019-05-01",564750,"0  outs,  _ _ _","0  outs,  1b _ _",0.44927,0.542672160094173,1
"140","2019-05-01",564750,"0  outs,  1b _ _","0  outs,  1b 2b _",0.79015,0.9625,1
"141","2019-05-01",564750,"0  outs,  1b 2b _","1  outs,  1b 2b _",1.29789,1.57777777777778,1
"142","2019-05-01",564750,"1  outs,  1b 2b _","1  outs,  1b 2b 3b",0.82045,0.882239382239382,1
"143","2019-05-01",564750,"1  outs,  1b 2b 3b","2  outs,  _ 2b 3b",1.28069,1.29559748427673,1
"144","2019-05-01",564750,"2  outs,  _ 2b 3b",NA,0.48348,0.506410256410256,0
"145","2019-05-02",564751,"0  outs,  _ _ _","1  outs,  _ _ _",0.41195,0.542672160094173,0
"146","2019-05-02",564751,"1  outs,  _ _ _","2  outs,  _ _ _",0.23761,0.28759752488566,0
"147","2019-05-02",564751,"2  outs,  _ _ _",NA,0.10176,0.0949324324324324,0
"148","2019-05-02",564751,"0  outs,  _ _ _","1  outs,  _ _ _",0.41195,0.542672160094173,0
"149","2019-05-02",564751,"1  outs,  _ _ _","2  outs,  _ _ _",0.23761,0.28759752488566,0
"150","2019-05-02",564751,"2  outs,  _ _ _","2  outs,  _ 2b _",0.10176,0.0949324324324324,0
"151","2019-05-02",564751,"2  outs,  _ 2b _",NA,0.26802,0.337333333333333,0
"152","2019-05-04",564752,"0  outs,  _ _ _","1  outs,  _ _ _",0.58437,0.542672160094173,1
"153","2019-05-04",564752,"1  outs,  _ _ _","2  outs,  _ _ _",0.33023,0.28759752488566,1
"154","2019-05-04",564752,"2  outs,  _ _ _","2  outs,  _ _ _",0.14401,0.0949324324324324,1
"155","2019-05-04",564752,"2  outs,  _ _ _",NA,0.11697,0.0949324324324324,0
"156","2019-05-04",564752,"0  outs,  _ _ _","1  outs,  _ _ _",0.58437,0.542672160094173,0
"157","2019-05-04",564752,"1  outs,  _ _ _","2  outs,  _ _ _",0.33023,0.28759752488566,0
"158","2019-05-04",564752,"2  outs,  _ _ _","2  outs,  _ 2b _",0.14401,0.0949324324324324,0
"159","2019-05-04",564752,"2  outs,  _ 2b _","2  outs,  1b _ 3b",0.45372,0.337333333333333,0
"160","2019-05-04",564752,"2  outs,  1b _ 3b",NA,0.5617,0.370629370629371,0
"161","2019-05-05",564753,"0  outs,  _ _ _","1  outs,  _ _ _",0.60939,0.542672160094173,0
"162","2019-05-05",564753,"1  outs,  _ _ _","2  outs,  _ _ _",0.35846,0.28759752488566,0
"163","2019-05-05",564753,"2  outs,  _ _ _",NA,0.15781,0.0949324324324324,0
"164","2019-05-05",564753,"0  outs,  _ _ _","0  outs,  _ _ _",0.60939,0.542672160094173,1
"165","2019-05-05",564753,"0  outs,  _ _ _","1  outs,  _ _ _",0.63613,0.542672160094173,0
"166","2019-05-05",564753,"1  outs,  _ _ _","2  outs,  _ _ _",0.39796,0.28759752488566,0
"167","2019-05-05",564753,"2  outs,  _ _ _",NA,0.1744,0.0949324324324324,0
"168","2019-05-17",564754,"0  outs,  _ _ _","1  outs,  _ _ _",0.41812,0.542672160094173,0
"169","2019-05-17",564754,"1  outs,  _ _ _","2  outs,  _ _ _",0.24194,0.28759752488566,0
"170","2019-05-17",564754,"2  outs,  _ _ _",NA,0.09505,0.0949324324324324,0
"171","2019-05-17",564754,"0  outs,  _ _ _","1  outs,  _ _ _",0.41812,0.542672160094173,0
"172","2019-05-17",564754,"1  outs,  _ _ _","1  outs,  _ 2b _",0.24194,0.28759752488566,0
"173","2019-05-17",564754,"1  outs,  _ 2b _","2  outs,  _ 2b _",0.65922,0.712605042016807,0
"174","2019-05-17",564754,"2  outs,  _ 2b _",NA,0.33306,0.337333333333333,0
"175","2019-05-18",564755,"0  outs,  _ _ _","1  outs,  _ _ _",0.41007,0.542672160094173,0
"176","2019-05-18",564755,"1  outs,  _ _ _","2  outs,  _ _ _",0.2277,0.28759752488566,0
"177","2019-05-18",564755,"2  outs,  _ _ _",NA,0.09366,0.0949324324324324,0
"178","2019-05-18",564755,"0  outs,  _ _ _","1  outs,  _ _ _",0.41007,0.542672160094173,1
"179","2019-05-18",564755,"1  outs,  _ _ _","1  outs,  _ _ _",0.2277,0.28759752488566,1
"180","2019-05-18",564755,"1  outs,  _ _ _","2  outs,  _ _ _",0.23711,0.28759752488566,0
"181","2019-05-18",564755,"2  outs,  _ _ _",NA,0.10217,0.0949324324324324,0
"182","2019-05-19",564756,"0  outs,  _ _ _","1  outs,  _ _ _",0.38626,0.542672160094173,0
"183","2019-05-19",564756,"1  outs,  _ _ _","1  outs,  1b _ _",0.20012,0.28759752488566,0
"184","2019-05-19",564756,"1  outs,  1b _ _","1  outs,  1b 2b _",0.42729,0.548789435069699,0
"185","2019-05-19",564756,"1  outs,  1b 2b _","2  outs,  1b 2b _",0.82892,0.882239382239382,0
"186","2019-05-19",564756,"2  outs,  1b 2b _",NA,0.44021,0.420875420875421,0
"187","2019-05-19",564756,"0  outs,  _ _ _","1  outs,  _ _ _",0.38626,0.542672160094173,0
"188","2019-05-19",564756,"1  outs,  _ _ _","1  outs,  _ 2b _",0.20012,0.28759752488566,0
"189","2019-05-19",564756,"1  outs,  _ 2b _","1  outs,  1b 2b _",0.59402,0.712605042016807,0
"190","2019-05-19",564756,"1  outs,  1b 2b _","2  outs,  1b 2b _",0.82892,0.882239382239382,0
"191","2019-05-19",564756,"2  outs,  1b 2b _",NA,0.44021,0.420875420875421,0
"192","2019-05-20",564757,"0  outs,  _ _ _","0  outs,  1b _ _",0.38256,0.542672160094173,0
"193","2019-05-20",564757,"0  outs,  1b _ _","1  outs,  1b _ _",0.6503,0.9625,0
"194","2019-05-20",564757,"1  outs,  1b _ _","1  outs,  1b 2b _",0.39139,0.548789435069699,0
"195","2019-05-20",564757,"1  outs,  1b 2b _",NA,0.81008,0.882239382239382,0
"196","2019-05-20",564757,"0  outs,  _ _ _","1  outs,  _ _ _",0.38256,0.542672160094173,0
"197","2019-05-20",564757,"1  outs,  _ _ _","2  outs,  _ _ _",0.18998,0.28759752488566,0
"198","2019-05-20",564757,"2  outs,  _ _ _","2  outs,  1b _ _",0.07023,0.0949324324324324,0
"199","2019-05-20",564757,"2  outs,  1b _ _",NA,0.19192,0.213401310997815,0
"200","2019-05-21",564758,"0  outs,  _ _ _","1  outs,  _ _ _",0.48549,0.542672160094173,0
"201","2019-05-21",564758,"1  outs,  _ _ _","2  outs,  _ _ _",0.2602,0.28759752488566,0
"202","2019-05-21",564758,"2  outs,  _ _ _",NA,0.10568,0.0949324324324324,0
"203","2019-05-21",564758,"0  outs,  _ _ _","1  outs,  _ _ _",0.48549,0.542672160094173,1
"204","2019-05-21",564758,"1  outs,  _ _ _","1  outs,  _ _ _",0.2602,0.28759752488566,1
"205","2019-05-21",564758,"1  outs,  _ _ _","2  outs,  _ _ _",0.27727,0.28759752488566,0
"206","2019-05-21",564758,"2  outs,  _ _ _",NA,0.1185,0.0949324324324324,0
"207","2019-05-23",564759,"0  outs,  _ _ _","1  outs,  _ _ _",0.44788,0.542672160094173,0
"208","2019-05-23",564759,"1  outs,  _ _ _","2  outs,  _ _ _",0.2417,0.28759752488566,0
"209","2019-05-23",564759,"2  outs,  _ _ _",NA,0.0999,0.0949324324324324,0
"210","2019-05-23",564759,"0  outs,  _ _ _","1  outs,  _ _ _",0.44788,0.542672160094173,0
"211","2019-05-23",564759,"1  outs,  _ _ _","1  outs,  1b _ _",0.2417,0.28759752488566,0
"212","2019-05-23",564759,"1  outs,  1b _ _","1  outs,  _ 2b 3b",0.48713,0.548789435069699,0
"213","2019-05-23",564759,"1  outs,  _ 2b 3b","2  outs,  _ 2b 3b",1.05949,1.3921568627451,0
"214","2019-05-23",564759,"2  outs,  _ 2b 3b",NA,0.50366,0.506410256410256,0
"215","2019-05-24",564760,"0  outs,  _ _ _","0  outs,  _ _ _",0.43452,0.542672160094173,1
"216","2019-05-24",564760,"0  outs,  _ _ _","1  outs,  _ _ _",0.4221,0.542672160094173,0
"217","2019-05-24",564760,"1  outs,  _ _ _","2  outs,  _ _ _",0.23559,0.28759752488566,0
"218","2019-05-24",564760,"2  outs,  _ _ _",NA,0.09229,0.0949324324324324,0
"219","2019-05-24",564760,"0  outs,  _ _ _","1  outs,  _ _ _",0.43452,0.542672160094173,0
"220","2019-05-24",564760,"1  outs,  _ _ _","2  outs,  _ _ _",0.23229,0.28759752488566,0
"221","2019-05-24",564760,"2  outs,  _ _ _","2  outs,  1b _ _",0.09394,0.0949324324324324,0
"222","2019-05-24",564760,"2  outs,  1b _ _",NA,0.18538,0.213401310997815,0
"223","2019-05-25",564761,"0  outs,  _ _ _","1  outs,  _ _ _",0.40959,0.542672160094173,0
"224","2019-05-25",564761,"1  outs,  _ _ _","1  outs,  1b _ _",0.22644,0.28759752488566,0
"225","2019-05-25",564761,"1  outs,  1b _ _","2  outs,  1b _ _",0.4358,0.548789435069699,0
"226","2019-05-25",564761,"2  outs,  1b _ _",NA,0.18647,0.213401310997815,0
"227","2019-05-25",564761,"0  outs,  _ _ _","1  outs,  _ _ _",0.40959,0.542672160094173,0
"228","2019-05-25",564761,"1  outs,  _ _ _","2  outs,  _ _ _",0.22644,0.28759752488566,0
"229","2019-05-25",564761,"2  outs,  _ _ _",NA,0.09213,0.0949324324324324,0
"230","2019-05-26",564762,"0  outs,  _ _ _","1  outs,  _ _ _",0.36525,0.542672160094173,0
"231","2019-05-26",564762,"1  outs,  _ _ _","2  outs,  _ _ _",0.19543,0.28759752488566,0
"232","2019-05-26",564762,"2  outs,  _ _ _",NA,0.0753,0.0949324324324324,0
"233","2019-05-26",564762,"0  outs,  _ _ _","1  outs,  _ _ _",0.36525,0.542672160094173,1
"234","2019-05-26",564762,"1  outs,  _ _ _","1  outs,  _ _ _",0.19543,0.28759752488566,1
"235","2019-05-26",564762,"1  outs,  _ _ _","2  outs,  _ _ _",0.20321,0.28759752488566,0
"236","2019-05-26",564762,"2  outs,  _ _ _",NA,0.07354,0.0949324324324324,0
"237","2019-06-04",564763,"0  outs,  _ _ _","0  outs,  1b _ _",0.4984,0.542672160094173,0
"238","2019-06-04",564763,"0  outs,  1b _ _","1  outs,  1b _ _",0.85126,0.9625,0
"239","2019-06-04",564763,"1  outs,  1b _ _","2  outs,  1b _ _",0.54893,0.548789435069699,0
"240","2019-06-04",564763,"2  outs,  1b _ _",NA,0.23735,0.213401310997815,0
"241","2019-06-04",564763,"0  outs,  _ _ _","1  outs,  _ _ _",0.4984,0.542672160094173,0
"242","2019-06-04",564763,"1  outs,  _ _ _","1  outs,  1b _ _",0.2889,0.28759752488566,0
"243","2019-06-04",564763,"1  outs,  1b _ _","1  outs,  1b 2b _",0.54893,0.548789435069699,0
"244","2019-06-04",564763,"1  outs,  1b 2b _",NA,0.91404,0.882239382239382,0
"245","2019-06-05",564764,"0  outs,  _ _ _","1  outs,  _ _ _",0.50807,0.542672160094173,0
"246","2019-06-05",564764,"1  outs,  _ _ _","2  outs,  _ _ _",0.29127,0.28759752488566,0
"247","2019-06-05",564764,"2  outs,  _ _ _","2  outs,  1b _ _",0.11926,0.0949324324324324,0
"248","2019-06-05",564764,"2  outs,  1b _ _",NA,0.24027,0.213401310997815,0
"249","2019-06-05",564764,"0  outs,  _ _ _","0  outs,  _ _ _",0.50807,0.542672160094173,1
"250","2019-06-05",564764,"0  outs,  _ _ _","1  outs,  _ _ _",0.48968,0.542672160094173,0
"251","2019-06-05",564764,"1  outs,  _ _ _","2  outs,  _ _ _",0.27194,0.28759752488566,0
"252","2019-06-05",564764,"2  outs,  _ _ _","2  outs,  1b _ _",0.10746,0.0949324324324324,0
"253","2019-06-05",564764,"2  outs,  1b _ _",NA,0.21191,0.213401310997815,0
"254","2019-06-06",564765,"0  outs,  _ _ _","1  outs,  _ _ _",0.51351,0.542672160094173,0
"255","2019-06-06",564765,"1  outs,  _ _ _","2  outs,  _ _ _",0.29411,0.28759752488566,0
"256","2019-06-06",564765,"2  outs,  _ _ _",NA,0.12716,0.0949324324324324,0
"257","2019-06-06",564765,"0  outs,  _ _ _","1  outs,  _ _ _",0.51351,0.542672160094173,0
"258","2019-06-06",564765,"1  outs,  _ _ _","2  outs,  _ _ _",0.29411,0.28759752488566,0
"259","2019-06-06",564765,"2  outs,  _ _ _",NA,0.12716,0.0949324324324324,0
"260","2019-06-07",564766,"0  outs,  _ _ _","1  outs,  _ _ _",0.3571,0.542672160094173,0
"261","2019-06-07",564766,"1  outs,  _ _ _","2  outs,  _ _ _",0.21395,0.28759752488566,0
"262","2019-06-07",564766,"2  outs,  _ _ _",NA,0.08776,0.0949324324324324,0
"263","2019-06-07",564766,"0  outs,  _ _ _","0  outs,  1b _ _",0.3571,0.542672160094173,0
"264","2019-06-07",564766,"0  outs,  1b _ _","1  outs,  1b _ _",0.6978,0.9625,0
"265","2019-06-07",564766,"1  outs,  1b _ _","2  outs,  1b _ _",0.42667,0.548789435069699,0
"266","2019-06-07",564766,"2  outs,  1b _ _",NA,0.14107,0.213401310997815,0
"267","2019-06-08",564767,"0  outs,  _ _ _","1  outs,  _ _ _",0.4554,0.542672160094173,0
"268","2019-06-08",564767,"1  outs,  _ _ _","2  outs,  _ _ _",0.26339,0.28759752488566,0
"269","2019-06-08",564767,"2  outs,  _ _ _",NA,0.11719,0.0949324324324324,0
"270","2019-06-08",564767,"0  outs,  _ _ _","1  outs,  _ _ _",0.4554,0.542672160094173,3
"271","2019-06-08",564767,"1  outs,  _ _ _","2  outs,  _ _ _",0.26339,0.28759752488566,3
"272","2019-06-08",564767,"2  outs,  _ _ _","2  outs,  1b _ _",0.11719,0.0949324324324324,3
